Usual Hours Worked,Education (yrs),Yearly Earnings,Race,Sex,Usual Weekly Earnings,State,Month in Sample
40,11,28000,AsianPI,Female,.,Illinois,5
40,12,15000,White,Male,.,Illinois,5
40,13,13007,White,Male,.,Illinois,2
35,13,4900,White,Male,.,Illinois,2
52,16,62000,White,Male,.,Illinois,2
40,13,15000,White,Female,.,Illinois,2
44,16,64000,White,Female,.,Illinois,3
42,18,68000,White,Male,.,Illinois,3
45,13,0,White,Female,.,Illinois,3
50,13,30000,White,Male,.,Illinois,3
50,16,50000,White,Female,.,Illinois,3
50,13,45000,White,Male,.,Illinois,7
50,16,306731,AsianPI,Male,921,Illinois,4
50,16,120000,AsianPI,Female,2307,Illinois,4
50,16,85000,White,Male,.,Illinois,3
40,10,15000,Black,Male,288,Illinois,4
40,12,0,White,Female,.,Illinois,3
40,13,50000,White,Female,.,Illinois,2
40,13,11000,White,Male,361,Illinois,4
35,13,6006,White,Female,273,Illinois,4
40,18,75000,White,Male,961,Illinois,4
40,16,7000,White,Female,1153,Illinois,4
45,16,50000,White,Male,1134,Illinois,4
60,16,70000,White,Male,1346,Illinois,4
40,16,40000,White,Female,769,Illinois,4
40,12,49000,White,Male,942,Illinois,4
35,13,29000,White,Male,578,Illinois,4
35,13,27000,White,Female,560,Illinois,4
45,16,60500,White,Male,1135,Illinois,4
60,13,18000,White,Male,769,Illinois,4
50,18,327731,White,Male,1076,Illinois,4
50,13,51000,White,Female,.,Illinois,5
60,12,0,White,Male,.,Illinois,5
40,13,65625,White,Male,1250,Illinois,4
40,16,24700,AsianPI,Male,962,Illinois,4
50,14,27000,White,Female,519,Illinois,4
40,12,46000,White,Male,.,Illinois,6
40,18,40000,Black,Male,.,Illinois,7
40,13,40000,Black,Female,.,Illinois,7
40,13,29500,White,Male,.,Illinois,1
40,13,23000,White,Male,.,Illinois,1
60,12,40000,White,Female,.,Illinois,1
45,18,50000,White,Male,.,Illinois,1
40,18,49000,White,Female,.,Illinois,1
40,16,31000,White,Female,.,Illinois,5
60,13,42000,White,Male,.,Illinois,5
40,12,15000,Black,Female,.,Illinois,1
40,12,12700,Black,Male,.,Illinois,1
40,8,41600,White,Male,.,Illinois,2
40,11,12500,White,Female,.,Illinois,2
40,18,26000,White,Female,.,Illinois,2
40,8,15000,White,Female,.,Illinois,1
0,16,11000,White,Female,.,Illinois,1
50,18,58000,White,Male,.,Illinois,3
120,13,75000,White,Male,.,Illinois,6
40,12,3500,White,Female,.,Illinois,6
40,18,27085,White,Male,.,Illinois,6
40,12,27000,White,Male,.,Illinois,6
40,12,4200,White,Female,.,Illinois,6
44,16,45000,White,Male,865,Illinois,4
43,13,40000,White,Female,.,Illinois,5
40,13,0,White,Male,.,Illinois,5
40,18,140000,White,Male,.,Illinois,5
40,8,10000,White,Female,.,Illinois,2
35,12,5000,Black,Female,.,Illinois,7
40,12,75000,White,Male,.,Illinois,6
50,16,52000,White,Male,.,Illinois,3
45,18,44000,White,Female,.,Illinois,3
50,13,30000,White,Female,.,Illinois,3
50,16,3600,White,Male,.,Illinois,3
40,13,41000,Black,Male,.,Illinois,7
40,13,36400,Black,Female,.,Illinois,7
40,13,15000,White,Female,.,Illinois,1
40,12,22000,White,Male,.,Illinois,1
40,12,3500,White,Female,102,Illinois,8
60,13,40000,White,Male,.,Illinois,3
50,13,26000,White,Male,.,Illinois,1
40,16,10000,White,Male,.,Illinois,6
40,18,9000,White,Female,.,Illinois,6
40,12,11000,White,Male,.,Illinois,6
40,12,10000,White,Male,.,Illinois,6
40,12,29000,White,Male,.,Illinois,6
40,12,62400,White,Male,.,Illinois,6
40,18,40000,White,Male,.,Illinois,7
40,18,50000,White,Female,.,Illinois,7
40,8,25000,White,Male,.,Illinois,5
40,12,35000,White,Male,.,Illinois,3
45,16,65000,White,Male,1330,Illinois,4
40,12,50000,White,Male,.,Illinois,3
40,8,11544,White,Female,.,Illinois,3
40,12,15000,Black,Female,.,Illinois,5
55,12,24000,White,Female,.,Illinois,5
45,12,42000,White,Male,.,Illinois,5
50,12,66000,White,Male,.,Illinois,7
40,12,14000,Black,Female,.,Illinois,6
50,12,40000,White,Male,.,Illinois,5
40,13,11000,White,Female,.,Illinois,5
40,12,27000,Black,Male,.,Illinois,3
40,12,15000,Black,Female,.,Illinois,3
50,16,41000,White,Male,.,Illinois,5
55,13,13000,White,Female,.,Illinois,5
40,13,306731,White,Male,.,Illinois,6
40,18,135000,White,Female,.,Illinois,6
50,10,25000,White,Male,.,Illinois,1
50,18,55000,White,Male,1250,Illinois,4
40,16,35600,White,Male,.,Illinois,1
50,18,65000,White,Female,.,Illinois,1
40,13,30000,Black,Female,577,Illinois,4
40,13,30000,Black,Male,577,Illinois,4
0,12,0,White,Male,.,Illinois,4
40,12,30000,White,Female,577,Illinois,4
40,16,41000,White,Male,.,Illinois,1
40,13,31200,Black,Female,.,Illinois,5
40,13,24000,Black,Female,.,Illinois,5
40,16,50000,White,Male,.,Illinois,5
50,18,65000,White,Female,.,Illinois,5
43,12,26500,Black,Female,.,Illinois,5
40,13,10000,Black,Female,.,Illinois,5
45,16,25000,White,Male,.,Illinois,5
40,18,25000,White,Female,.,Illinois,5
40,8,16000,White,Male,.,Illinois,5
40,13,17000,White,Male,.,Illinois,5
51,12,0,White,Male,.,Illinois,7
40,16,19000,White,Female,.,Illinois,7
50,12,30000,White,Male,.,Illinois,6
40,12,42000,White,Male,.,Illinois,2
35,11,0,White,Male,.,Illinois,2
38,16,26000,White,Female,.,Illinois,1
40,12,20000,Black,Male,.,Illinois,2
38,12,17600,Black,Female,.,Illinois,1
40,8,9600,White,Male,.,Illinois,1
40,8,0,White,Male,.,Illinois,1
40,8,0,White,Male,.,Illinois,1
60,12,0,White,Male,.,Illinois,1
60,8,0,White,Male,.,Illinois,1
40,13,22000,White,Female,423,Illinois,4
40,16,37000,White,Male,712,Illinois,4
40,13,75000,White,Male,.,Illinois,3
40,16,115000,White,Female,.,Illinois,3
40,16,50000,White,Female,.,Illinois,7
40,16,42500,White,Male,.,Illinois,7
40,13,18000,White,Male,.,Illinois,3
50,16,75000,White,Male,.,Illinois,2
40,18,57000,White,Male,.,Illinois,2
50,18,80000,White,Female,.,Illinois,7
40,18,57000,White,Female,.,Illinois,7
40,18,0,White,Male,.,Illinois,7
50,13,35000,White,Male,.,Illinois,3
40,16,40000,Black,Male,.,Illinois,7
40,12,12000,White,Female,.,Illinois,1
40,13,19000,White,Female,.,Illinois,3
50,12,25000,White,Male,.,Illinois,2
44,12,20000,White,Female,.,Illinois,2
40,13,17000,Black,Male,.,Illinois,1
40,12,9500,Black,Female,.,Illinois,1
40,13,6000,Black,Male,.,Illinois,1
40,12,32000,White,Female,.,Illinois,1
40,13,28000,White,Male,.,Illinois,3
40,12,6000,Black,Male,.,Illinois,5
40,12,6000,Black,Female,.,Illinois,5
40,12,0,Black,Male,.,Illinois,5
65,18,306731,White,Male,2885,Illinois,4
45,16,135000,White,Female,2596,Illinois,4
40,16,30000,White,Male,577,Illinois,8
40,18,75000,Black,Male,.,Illinois,6
40,18,72000,Black,Female,.,Illinois,6
55,16,100000,White,Male,2250,Illinois,8
40,16,0,White,Female,.,Illinois,8
40,16,24000,White,Female,769,Illinois,8
40,16,48320,White,Female,929,Illinois,4
40,16,51458,White,Male,990,Illinois,4
60,13,60000,White,Male,.,Illinois,5
40,12,0,White,Female,.,Illinois,5
40,16,9600,White,Male,1538,Illinois,8
40,16,20000,White,Female,923,Illinois,8
38,12,24000,White,Female,.,Illinois,6
38,12,30000,White,Female,.,Illinois,6
40,12,0,White,Male,.,Illinois,6
40,16,40000,AsianPI,Male,711,Illinois,8
42,12,9600,White,Male,577,Illinois,8
50,12,47000,White,Male,.,Illinois,7
42,16,30000,White,Female,.,Illinois,1
40,11,15000,White,Female,240,Illinois,8
50,18,103000,White,Male,.,Illinois,6
40,13,31000,Black,Female,.,Illinois,7
40,12,24000,Black,Female,.,Illinois,7
40,12,27000,Black,Male,.,Illinois,7
40,16,11000,Black,Female,.,Illinois,7
0,18,28000,White,Female,.,Illinois,3
40,13,15000,Black,Female,.,Illinois,3
40,12,0,Black,Female,.,Illinois,2
40,13,25000,Black,Female,.,Illinois,2
55,12,0,Black,Female,.,Illinois,2
40,13,40000,Black,Male,481,Illinois,8
40,13,100000,Black,Female,673,Illinois,8
0,12,17000,Black,Female,.,Illinois,7
40,11.5,35000,White,Male,.,Illinois,7
35,13,50000,White,Female,.,Illinois,1
45,13,22000,Black,Male,.,Illinois,6
40,13,36400,Black,Female,.,Illinois,6
45,16,100000,White,Male,.,Illinois,3
40,16,0,White,Male,.,Illinois,5
50,16,75000,White,Female,.,Illinois,5
40,13,35000,Black,Female,702,Illinois,4
40,8,13000,White,Male,.,Illinois,5
60,8,11000,White,Male,.,Illinois,5
40,8,5200,White,Male,.,Illinois,5
40,12,11167,Black,Female,.,Illinois,3
40,11,18000,Black,Female,450,Illinois,4
48,16,72000,White,Female,.,Illinois,5
40,13,12500,White,Male,.,Illinois,2
40,13,20000,White,Male,.,Illinois,2
35,11.5,55000,White,Male,.,Illinois,1
40,12,25000,Black,Male,.,Illinois,5
35,12,3000,White,Male,.,Illinois,5
40,8,11000,White,Female,.,Illinois,5
40,13,44000,White,Male,.,Illinois,5
40,13,26000,White,Female,.,Illinois,5
40,16,36000,White,Female,.,Illinois,5
38,13,38000,White,Male,.,Illinois,5
35,11,37000,White,Male,.,Illinois,6
40,8,21000,White,Female,.,Illinois,6
40,8,13945,White,Male,.,Illinois,6
40,8,11167,White,Female,.,Illinois,6
40,16,50000,White,Female,.,Illinois,5
40,12,8000,Black,Female,.,Illinois,6
40,12,50000,White,Male,.,Illinois,8
35,12,15000,Black,Female,263,Illinois,8
40,12,45000,White,Female,.,Illinois,1
35,12,23000,White,Female,.,Illinois,1
37,16,32000,Black,Female,.,Illinois,2
40,13,24000,Black,Female,.,Illinois,2
40,16,30000,White,Male,577,Illinois,4
40,16,30000,White,Male,577,Illinois,4
40,16,42000,Black,Female,.,Illinois,5
70,13,50000,White,Male,.,Illinois,3
70,12,28998,White,Male,.,Illinois,3
70,12,16000,White,Male,.,Illinois,3
40,16,30000,Black,Female,.,Illinois,3
40,12,15000,White,Male,.,Illinois,3
40,12,11000,White,Female,.,Illinois,3
40,12,50000,White,Male,.,Illinois,3
40,12,27000,White,Male,.,Illinois,4
40,12,19000,White,Female,.,Illinois,4
40,12,30000,White,Male,.,Illinois,1
40,13,5500,Black,Male,.,Illinois,1
40,9,15600,White,Male,.,Illinois,7
40,8,15000,White,Male,.,Illinois,7
40,12,36000,Black,Male,.,Illinois,2
37,12,11000,Black,Female,.,Illinois,2
40,13,20000,Black,Female,692,Illinois,4
50,16,150000,White,Male,.,Illinois,7
40,13,20000,White,Female,380,Illinois,8
50,12,30400,White,Female,.,Illinois,3
40,12,20000,White,Female,.,Illinois,3
40,18,35000,White,Male,440,Illinois,8
40,13,63000,White,Female,400,Illinois,8
70,13,31500,White,Male,1435,Illinois,8
40,12,48900,White,Male,.,Illinois,7
40,12,3500,White,Female,.,Illinois,7
40,13,26776,Black,Male,250,Illinois,8
40,18,35000,Black,Female,1000,Illinois,8
40,13,856,Black,Male,250,Illinois,8
60,12,9500,White,Female,.,Illinois,5
60,12,45000,White,Male,.,Illinois,5
40,18,90578,White,Male,960,Illinois,4
40,18,77500,White,Female,576,Illinois,4
40,12,20000,White,Male,.,Illinois,8
36,8,11000,White,Female,126,Illinois,8
36,10,15360,White,Male,252,Illinois,8
40,8,18000,White,Male,350,Illinois,8
35,12,15000,Black,Female,350,Illinois,8
40,12,30000,Black,Female,577,Illinois,8
40,12,45000,White,Male,.,Illinois,6
45,13,0,White,Male,.,Illinois,4
40,16,32000,White,Female,615,Illinois,4
64,13,53000,White,Male,.,Illinois,5
40,12,25000,White,Male,.,Illinois,6
45,13,26000,White,Female,.,Illinois,6
40,18,75000,Black,Male,.,Illinois,6
38,12,25000,White,Female,.,Illinois,7
40,12,39367,White,Male,.,Illinois,3
50,16,85000,White,Male,.,Illinois,3
40,16,117000,White,Female,.,Illinois,3
64,13,74546,White,Male,.,Illinois,3
40,13,51000,White,Male,.,Illinois,3
48,12,60000,White,Male,.,Illinois,3
40,12,6580,White,Male,.,Illinois,3
40,13,55000,White,Male,.,Illinois,3
40,18,50000,White,Female,.,Illinois,3
40,16,32000,Black,Female,650,Illinois,4
40,13,20600,Black,Male,640,Illinois,4
40,16,23000,Black,Male,820,Illinois,4
40,12,25000,White,Male,.,Illinois,3
38,12,25300,White,Female,.,Illinois,3
40,13,35000,Black,Female,.,Illinois,3
40,12,22000,White,Male,.,Illinois,3
37,16,40000,White,Female,.,Illinois,3
50,16,46000,White,Male,.,Illinois,6
50,12,35000,White,Female,.,Illinois,6
48,12,50000,White,Male,.,Illinois,6
48,12,0,White,Female,.,Illinois,6
40,12,24000,White,Male,.,Illinois,7
40,12,6000,White,Female,.,Illinois,7
40,16,53000,White,Male,.,Illinois,5
40,16,70000,White,Female,.,Illinois,5
50,18,90000,White,Male,.,Illinois,3
40,14,35000,White,Female,554,Illinois,8
40,14,60000,White,Male,710,Illinois,8
40,12,39000,White,Female,.,Illinois,3
60,12,51000,White,Male,.,Illinois,3
40,13,30000,White,Male,.,Illinois,1
40,12,35000,White,Male,.,Illinois,1
41,16,60000,White,Male,.,Illinois,5
40,12,31000,White,Male,.,Illinois,6
80,16,56000,White,Male,961,Illinois,4
40,13,46000,White,Male,885,Illinois,8
0,18,40000,White,Female,769,Illinois,4
0,16,60000,White,Male,1731,Illinois,4
40,8,60000,White,Male,220,Illinois,4
0,8,11000,White,Female,399,Illinois,4
40,16,20000,IndEsk,Male,.,Illinois,3
40,16,20000,IndEsk,Female,.,Illinois,3
50,18,99925,White,Male,.,Illinois,3
50,16,100000,White,Male,.,Illinois,7
40,12,1000,White,Female,.,Illinois,7
40,16,8000,White,Female,.,Illinois,7
40,13,13000,White,Male,.,Illinois,6
40,12,38000,White,Male,.,Illinois,6
40,13,3800,White,Male,.,Illinois,6
35,13,10000,White,Male,.,Illinois,6
45,16,60000,White,Female,.,Illinois,6
50,16,30000,White,Male,.,Illinois,3
40,18,30000,White,Male,.,Illinois,3
40,16,30000,White,Male,.,Illinois,3
40,16,30000,White,Male,.,Illinois,3
50,16,53000,White,Female,.,Illinois,1
38,12,19760,Black,Female,380,Illinois,4
40,16,24960,Black,Female,460,Illinois,4
50,13,30748,White,Male,.,Illinois,6
40,12,11000,White,Male,.,Illinois,7
60,16,75000,White,Male,.,Illinois,7
56,14,47000,White,Male,909,Illinois,4
40,18,62200,White,Male,.,Illinois,2
40,13,69000,White,Male,1336,Illinois,8
40,13,15600,White,Female,300,Illinois,4
70,16,60000,White,Female,1154,Illinois,8
40,12,51000,Black,Female,412,Illinois,8
40,12,480,Black,Female,380,Illinois,8
60,11.5,43000,White,Male,.,Illinois,8
40,11,28000,White,Male,308,Illinois,8
60,18,21000,White,Male,.,Illinois,2
55,13,37000,Black,Male,.,Illinois,3
40,12,50000,Black,Male,.,Illinois,3
40,12,13000,Black,Female,.,Illinois,3
40,16,35000,White,Male,.,Illinois,7
35,18,75000,White,Male,.,Illinois,7
55,18,41800,White,Female,.,Illinois,3
40,13,45000,White,Male,865,Illinois,8
57,12,25000,White,Female,.,Illinois,2
60,18,92000,Black,Male,.,Illinois,2
70,18,32000,White,Male,.,Illinois,2
40,12,40000,White,Male,.,Illinois,1
40,16,62000,White,Female,1000,Illinois,4
75,18,47905,White,Male,921,Illinois,4
40,18,45000,Black,Male,.,Illinois,7
40,12,16000,Black,Female,300,Illinois,8
40,12,70000,White,Male,1451,Illinois,8
38,13,2800,White,Female,185,Illinois,4
40,10,14200,White,Male,.,Illinois,5
40,13,21700,White,Female,440,Illinois,4
0,12,0,White,Male,.,Illinois,4
40,13,70000,White,Male,.,Illinois,1
50,18,120000,White,Female,2308,Illinois,8
40,13,55173,White,Male,1610,Illinois,8
50,16,78000,White,Female,.,Illinois,2
40,12,21000,White,Male,.,Illinois,5
40,12,31000,White,Female,.,Illinois,5
50,18,65000,White,Female,.,Illinois,5
40,16,23999,AsianPI,Female,.,Illinois,5
40,11.5,7800,AsianPI,Female,.,Illinois,5
40,12,18720,White,Male,.,Illinois,5
40,12,16640,White,Male,.,Illinois,5
40,12,35000,Black,Female,.,Illinois,5
40,12,13000,Black,Male,.,Illinois,5
40,18,48000,White,Male,.,Illinois,5
44,13,53200,White,Male,.,Illinois,2
40,12,27000,White,Female,.,Illinois,2
55,16,80000,White,Male,.,Illinois,2
40,16,28000,White,Female,.,Illinois,2
75,16,87000,White,Male,.,Illinois,2
60,16,17000,White,Male,481,Illinois,4
40,12,45000,White,Male,.,Illinois,5
40,13,35000,White,Male,.,Illinois,5
40,13,16000,White,Female,.,Illinois,5
70,14,12800,Black,Male,.,Illinois,5
50,12,0,White,Male,.,Illinois,6
0,13,7435,White,Female,.,Illinois,6
50,16,47500,Black,Male,.,Illinois,6
40,12,18000,Black,Female,.,Illinois,6
38,16,32545,White,Male,.,Illinois,2
0,16,38000,White,Male,650,Illinois,8
55,16,140000,White,Female,2692,Illinois,8
40,12,12000,White,Male,.,Illinois,3
45,14,42486,White,Male,.,Illinois,3
47,18,48514,White,Female,.,Illinois,3
40,14,34060,White,Female,.,Illinois,7
40,16,62000,White,Male,1038,Illinois,8
40,8,43000,White,Male,.,Illinois,3
46,16,30000,White,Male,500,Illinois,8
0,16,25000,White,Female,427,Illinois,8
40,13,32895,Black,Female,600,Illinois,8
40,12,64000,White,Male,1250,Illinois,8
52,12,58000,White,Male,.,Illinois,7
40,18,25000,White,Female,.,Illinois,7
38,18,10000,White,Male,.,Illinois,7
40,18,53000,Black,Female,.,Illinois,7
60,16,50000,Black,Male,807,Illinois,4
40,13,23000,Black,Female,400,Illinois,4
55,18,110000,White,Male,.,Illinois,1
40,11.5,20000,White,Female,.,Illinois,1
40,12,22000,White,Male,.,Illinois,1
40,10,15000,White,Male,.,Illinois,1
45,16,90406,White,Male,.,Illinois,1
40,16,25000,White,Female,.,Illinois,1
40,12,20000,Black,Female,.,Illinois,7
40,8,13000,White,Male,.,Illinois,7
40,13,48000,White,Male,923,Illinois,8
40,13,17000,White,Female,.,Illinois,1
38,13,12000,White,Male,.,Illinois,1
40,12,55000,White,Male,.,Illinois,1
40,16,8700,White,Female,.,Illinois,1
45,13,17888,White,Male,.,Illinois,6
40,16,92083,White,Female,.,Illinois,6
55,13,28998,White,Male,.,Illinois,6
50,18,110000,White,Female,.,Illinois,6
50,18,48000,White,Male,.,Illinois,6
45,13,13000,White,Female,.,Illinois,6
38,16,35000,White,Female,.,Illinois,6
60,18,65000,White,Male,.,Illinois,6
0,11,11000,White,Female,.,Illinois,7
40,12,25000,White,Female,.,Illinois,7
40,12,25000,White,Female,.,Illinois,7
40,13,6000,White,Male,.,Illinois,7
0,18,48000,White,Female,1062,Illinois,4
40,12,38000,White,Male,.,Illinois,7
40,8,10400,White,Female,.,Illinois,7
40,12,492657,White,Male,.,Illinois,7
50,14,44000,White,Male,759,Illinois,4
52,16,33000,White,Female,481,Illinois,4
40,13,33500,Black,Female,577,Illinois,4
40,16,48000,Black,Male,923,Illinois,4
50,14,25000,Black,Female,285,Illinois,4
40,8,13000,White,Female,.,Illinois,3
40,12,33000,White,Male,.,Illinois,3
60,16,50000,Black,Male,2884,Illinois,4
45,13,45000,Black,Female,950,Illinois,4
40,16,68000,White,Male,.,Illinois,5
50,16,33000,Black,Female,.,Illinois,7
50,16,52500,Black,Female,.,Illinois,7
45,12,16000,White,Male,.,Illinois,5
40,13,21000,White,Female,.,Illinois,5
40,14,67000,White,Male,.,Illinois,7
40,16,50000,White,Male,950,Illinois,4
40,13,24000,White,Male,500,Illinois,8
40,8,10000,White,Male,.,Illinois,3
40,11.5,9000,White,Male,.,Illinois,3
40,13,24000,White,Female,.,Illinois,3
50,18,306731,White,Male,2885,Illinois,8
40,18,70000,White,Male,.,Illinois,2
40,11.5,20000,White,Male,600,Illinois,4
40,12,36000,White,Female,450,Illinois,4
40,12,36200,White,Male,608,Illinois,4
40,18,28000,White,Female,576,Illinois,4
45,12,33600,White,Female,757,Illinois,4
56,13,27000,White,Female,.,Illinois,3
0,8,0,White,Male,.,Illinois,3
40,8,6510,White,Male,.,Illinois,3
45,12,36000,White,Male,.,Illinois,2
40,13,32000,Black,Female,577,Illinois,8
40,13,28000,White,Female,558,Illinois,8
40,13,32000,White,Male,615,Illinois,8
40,8,46000,White,Male,.,Illinois,3
40,8,19000,White,Female,.,Illinois,3
40,14,30000,White,Female,.,Illinois,3
40,12,44000,White,Male,846,Illinois,8
40,12,32000,White,Female,510,Illinois,8
40,12,6000,White,Male,.,Illinois,4
50,12,80000,White,Male,1538,Illinois,8
40,16,40000,White,Male,731,Illinois,4
40,18,100000,White,Male,.,Illinois,2
40,16,0,White,Female,.,Illinois,2
70,16,0,AsianPI,Male,.,Illinois,8
35,13,5100,AsianPI,Female,692,Illinois,8
50,13,13000,White,Female,769,Illinois,8
49,13,23900,White,Female,.,Illinois,1
47,13,55500,White,Male,.,Illinois,1
40,13,8000,White,Male,.,Illinois,1
40,12,37000,White,Female,.,Illinois,1
40,13,18000,White,Male,.,Illinois,1
40,12,2060,White,Female,.,Illinois,1
40,12,50000,White,Male,.,Illinois,1
70,16,75000,AsianPI,Male,.,Illinois,1
40,12,27200,White,Male,.,Illinois,2
40,12,40000,White,Female,.,Illinois,2
40,13,9520,White,Male,.,Illinois,1
40,13,24960,White,Male,.,Illinois,1
40,11,18720,White,Male,.,Illinois,1
40,12,45000,White,Male,.,Illinois,8
55,16,53000,White,Male,.,Illinois,8
65,14,41000,White,Male,.,Illinois,1
36,16,22500,White,Female,.,Illinois,1
40,10,31200,White,Female,.,Illinois,8
40,9,12480,White,Male,.,Illinois,8
40,12,15000,White,Male,.,Illinois,8
80,16,63000,White,Male,.,Illinois,1
40,16,20000,White,Female,385,Illinois,4
40,16,29000,White,Female,558,Illinois,4
40,11,20000,Black,Male,.,Illinois,2
40,11.5,13520,Black,Male,250,Illinois,4
50,13,0,White,Female,.,Illinois,3
50,13,0,White,Female,.,Illinois,3
37,16,58000,White,Male,1019,Illinois,4
45,11,30000,White,Male,.,Illinois,1
40,13,17000,White,Female,.,Illinois,1
40,18,40000,White,Male,.,Illinois,1
40,16,44307,White,Male,.,Illinois,1
40,11,60600,White,Male,.,Illinois,1
50,16,55000,White,Male,.,Illinois,1
40,18,40000,White,Male,.,Illinois,1
40,12,30000,White,Male,740,Illinois,4
50,13,27000,White,Female,710,Illinois,4
40,12,20000,White,Male,350,Illinois,4
40,12,28000,White,Female,538,Illinois,4
40,16,412,White,Female,.,Illinois,7
40,8,18000,White,Female,.,Illinois,7
40,8,29000,White,Male,.,Illinois,7
50,13,34500,White,Male,.,Illinois,7
40,12,24884,Black,Male,.,Illinois,6
35,16,5300,Black,Female,.,Illinois,6
40,12,8700,White,Female,.,Illinois,3
40,12,12083,White,Male,.,Illinois,3
45,12,74000,White,Female,.,Illinois,3
60,16,31500,White,Female,.,Illinois,3
50,12,28000,White,Male,.,Illinois,3
40,12,30000,White,Female,.,Illinois,3
0,16,25000,White,Male,.,Illinois,3
40,16,6400,White,Female,.,Illinois,6
0,12,24000,White,Male,.,Illinois,3
40,12,24000,Black,Male,462,Illinois,4
40,12,0,White,Female,.,Illinois,5
40,12,33000,White,Male,.,Illinois,5
45,8,12000,White,Male,.,Illinois,5
40,8,10000,White,Female,.,Illinois,5
40,13,21000,White,Male,.,Illinois,5
40,13,51000,Black,Female,.,Illinois,1
60,13,91000,White,Female,1750,Illinois,4
40,16,80000,White,Female,1154,Illinois,4
40,12,60000,White,Male,.,Illinois,1
40,12,27000,White,Female,.,Illinois,1
40,12,45000,White,Male,.,Illinois,1
37,12,16560,White,Female,.,Illinois,1
40,12,6000,White,Female,.,Illinois,1
40,12,37000,White,Male,.,Illinois,1
40,12,91000,White,Male,.,Illinois,1
40,12,23000,White,Female,.,Illinois,1
40,12,35000,White,Male,.,Illinois,1
40,12,5300,Black,Male,.,Illinois,1
40,12,11000,White,Male,564,Illinois,8
40,12,15000,White,Female,400,Illinois,8
85,13,60000,White,Male,1154,Illinois,8
40,13,20000,AsianPI,Male,.,Illinois,5
40,16,65000,AsianPI,Female,.,Illinois,5
40,16,31200,AsianPI,Male,.,Illinois,5
50,16,0,AsianPI,Male,.,Illinois,5
40,18,306731,White,Male,.,Illinois,7
40,12,44000,White,Male,.,Illinois,7
38,16,35000,White,Male,769,Illinois,8
43,11,20000,Black,Female,.,Illinois,5
44,11,14000,Black,Female,.,Illinois,5
40,16,137000,AsianPI,Male,.,Illinois,5
50,16,306731,White,Male,2885,Illinois,4
50,8,0,White,Male,.,Illinois,8
40,8,0,White,Female,.,Illinois,8
40,18,16000,AsianPI,Male,.,Illinois,5
40,18,55000,White,Male,.,Illinois,5
40,12,20000,White,Female,.,Illinois,5
40,16,50000,White,Male,.,Illinois,5
65,12,25000,White,Female,.,Illinois,5
36,13,21800,White,Female,.,Illinois,5
40,18,40000,Black,Female,.,Illinois,6
50,16,90000,Black,Male,.,Illinois,6
42,16,52000,White,Female,.,Illinois,6
45,16,60000,White,Male,.,Illinois,6
50,12,65000,White,Male,.,Illinois,6
45,16,28000,White,Female,.,Illinois,6
40,16,25000,White,Female,.,Illinois,6
40,13,32000,White,Male,.,Illinois,5
38,16,12000,White,Female,.,Illinois,5
50,18,85000,White,Female,.,Illinois,6
50,13,58000,White,Male,.,Illinois,6
40,13,27000,White,Male,.,Illinois,5
40,14,40000,White,Female,.,Illinois,5
40,18,90000,White,Male,1923,Illinois,8
40,13,55000,White,Female,1500,Illinois,8
70,12,28000,Black,Male,.,Illinois,7
40,16,51600,White,Male,.,Illinois,1
42,16,24400,White,Male,.,Illinois,1
50,18,306731,White,Male,.,Illinois,4
40,12,20000,White,Male,.,Illinois,3
40,12,15000,White,Male,.,Illinois,4
40,12,15000,White,Female,.,Illinois,4
40,12,35000,White,Male,.,Illinois,3
40,12,0,White,Female,.,Illinois,3
50,14,57000,White,Male,.,Illinois,4
53,16,62000,White,Female,.,Illinois,4
40,12,55000,White,Male,.,Illinois,7
40,12,45000,White,Female,.,Illinois,7
50,16,55000,White,Male,1576,Illinois,8
70,18,95000,White,Male,.,Illinois,1
36,16,50000,White,Female,.,Illinois,1
40,12,27001,White,Male,.,Illinois,7
40,12,10000,White,Female,.,Illinois,7
40,12,125000,White,Male,.,Illinois,2
50,18,1500,White,Female,.,Illinois,2
50,16,35000,White,Male,.,Illinois,2
50,18,75000,White,Male,.,Illinois,2
40,14,28000,White,Female,.,Illinois,2
0,13,15600,Black,Female,.,Illinois,6
40,13,22000,White,Female,.,Illinois,6
0,12,28000,White,Male,.,Illinois,5
40,12,50000,White,Male,.,Illinois,6
48,18,120000,White,Male,.,Illinois,2
35,16,38000,Black,Female,.,Illinois,2
45,16,35000,White,Female,.,Illinois,7
40,13,25000,Black,Male,.,Indiana,5
40,13,49000,Black,Female,.,Indiana,5
0,12,0,White,Male,.,Indiana,6
40,18,63000,White,Male,.,Indiana,1
40,12,14000,White,Male,.,Illinois,7
0,16,306731,White,Male,.,Illinois,2
40,13,8320,White,Male,.,Illinois,7
40,12,22000,White,Female,.,Illinois,7
50,16,42000,White,Male,.,Illinois,4
40,16,0,White,Female,.,Illinois,5
44,12,100000,White,Male,.,Illinois,8
48,8,12000,White,Male,518,Illinois,4
48,8,18000,White,Male,312,Illinois,4
48,8,4500,White,Male,518,Illinois,4
40,11.5,0,White,Male,220,Illinois,4
40,12,40000,White,Male,.,Illinois,8
40,12,18000,White,Female,.,Illinois,8
40,12,0,White,Female,.,Illinois,8
0,10,27900,White,Male,.,Illinois,7
